n_samples,mu,seq_len,n_trees,n_mutations,correlation,ts_mean_sec,ts_std_sec,arg_mean_sec,arg_std_sec,iterations
5000,1e-07,1000000.0,16185,0,0.998255866390525,0.007703403756022453,0.0002575006933482881,0.3958993723616004,0.00680975778656177,10
