n_samples,mu,seq_len,n_trees,n_mutations,correlation,ts_mean_sec,ts_std_sec,arg_mean_sec,arg_std_sec,iterations
20000,1e-08,1000000.0,19635,0,0.9864020857581663,0.01557233277708292,0.00039388900874792596,0.40922088669613005,0.013613902870238587,10
