n_samples,mu,seq_len,n_trees,n_mutations,correlation,ts_mean_sec,ts_std_sec,arg_mean_sec,arg_std_sec,iterations
5000,1e-06,1000000.0,16185,0,0.9998108833200839,0.007487213658168912,0.00017608497956931636,1.6646729739848525,0.05169989731195993,10
