n_samples,mu,seq_len,n_trees,n_mutations,correlation,ts_mean_sec,ts_std_sec,arg_mean_sec,arg_std_sec,iterations
10000,1e-06,1000000.0,17801,0,0.9999018233336717,0.010470305988565087,0.0011738676831793049,2.1319744852837177,0.1334458860044016,10
