n_samples,mu,seq_len,n_trees,n_mutations,correlation,ts_mean_sec,ts_std_sec,arg_mean_sec,arg_std_sec,iterations
2000,1e-07,1000000.0,14485,0,0.9959178516303266,0.005810357071459294,0.00018693960842754446,0.3070643244776875,0.0037291169186114935,10
