n_samples,mu,seq_len,n_trees,n_mutations,correlation,ts_mean_sec,ts_std_sec,arg_mean_sec,arg_std_sec,iterations
5000,1e-08,1000000.0,16185,0,0.9803860836522524,0.007746486412361264,0.00022110996465428122,0.21096628583036364,0.0027053060864515597,10
