n_samples,mu,seq_len,n_trees,n_mutations,correlation,ts_mean_sec,ts_std_sec,arg_mean_sec,arg_std_sec,iterations
10000,1e-07,1000000.0,17801,0,0.9991633957205549,0.010321003384888172,0.00011725228180836165,0.5217397049535066,0.01690296928808612,10
