n_samples,mu,seq_len,n_trees,n_mutations,correlation,ts_mean_sec,ts_std_sec,arg_mean_sec,arg_std_sec,iterations
20000,1e-06,1000000.0,19635,0,0.9998614838978277,0.014303685026243329,0.00029918516057364183,2.297383697889745,0.058958959507000044,10
